time,x,y,z,roll,pitch,yaw
0.29800,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.29900,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.30000,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.30100,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.30200,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.30300,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.30400,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.30500,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.30600,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.30700,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.30800,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.30900,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.31000,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.31100,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.31200,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.31300,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.31400,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.31500,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.31600,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.31700,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.31800,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.31900,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.32000,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.32100,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.32200,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.32300,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.32400,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.32500,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.32600,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.32700,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.32800,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.32900,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.33000,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.33100,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.33200,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.33300,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.33400,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.33500,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.33600,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.33700,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.33800,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.33900,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.34000,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.34100,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.34200,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.34300,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.34400,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.34500,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.34600,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.34700,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.34800,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.34900,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.35000,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.35100,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.35200,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.35300,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.35400,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.35500,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.35600,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.35700,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.35800,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.35900,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.36000,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.36100,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.36200,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.36300,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.36400,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.36500,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.36600,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.36700,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.36800,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.36900,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.37000,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.37100,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.37200,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.37300,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.37400,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.37500,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.37600,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.37700,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.37800,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.37900,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.38000,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.38100,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.38200,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.38300,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.38400,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.38500,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.38600,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.38700,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.38800,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.38900,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.39000,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.39100,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.39200,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.39300,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.39400,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.39500,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.39600,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.39700,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.39800,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.39900,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.40000,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.40100,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.40200,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.40300,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.40400,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.40500,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.40600,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.40700,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.40800,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.40900,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.41000,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.41100,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.41200,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.41300,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.41400,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.41500,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.41600,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.41700,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.41800,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.41900,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.42000,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.42100,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.42200,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.42300,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.42400,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.42500,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.42600,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.42700,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.42800,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.42900,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.43000,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.43100,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.43200,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.43300,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.43400,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.43500,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.43600,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.43700,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.43800,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.43900,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.44000,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.44100,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.44200,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.44300,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.44400,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.44500,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.44600,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.44700,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.44800,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.44900,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.45000,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.45100,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.45200,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.45300,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.45400,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.45500,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.45600,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.45700,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.45800,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.45900,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.46000,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.46100,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.46200,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.46300,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.46400,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.46500,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.46600,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.46700,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.46800,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.46900,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.47000,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.47100,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.47200,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.47300,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.47400,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.47500,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.47600,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.47700,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.47800,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.47900,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.48000,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.48100,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.48200,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.48300,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.48400,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.48500,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.48600,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.48700,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.48800,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.48900,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.49000,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.49100,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.49200,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.49300,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.49400,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.49500,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.49600,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.49700,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.49800,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.49900,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.50000,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.50100,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.50200,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.50300,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.50400,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.50500,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.50600,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.50700,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.50800,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.50900,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.51000,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.51100,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.51200,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.51300,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
0.51400,-0.00000,0.00000,0.22192,-0.00001,-0.00000,-0.00000
0.51500,-0.00000,-0.00000,0.22191,0.00002,0.00000,-0.00000
0.51600,-0.00000,0.00000,0.22192,0.00000,-0.00000,-0.00000
